"","sampleid","masterid","sampledate","year","fieldreplicate","csci","latitude","longitude","county","COMID","geometry","Max_Wkly_Mean_StreamT","Max_Wkl_Max_StreamT","Min_Wkl_Min_StreamT","Max_Wkl_Rng_StreamT","Mean_Wkl_Rng_StreamT","Max_Wkl_Max_StreamT_grt_30_"
"721","845PS0011_05142008_BMI_RWB_1.0","845PS0011","2008-05-14 00:00:00",2008,1,0.607926,33.88053,-117.89742,"Orange",22525749,c(-117.89742, 33.88053),22.5904892476496,36.6874433582478,13.6786047392648,22.9305750367203,17.3375385687556,144
"722","845PS0011_05292008_BMI_RWB_1.0","845PS0011","2008-05-29 00:00:00",2008,1,0.59500395,33.88053,-117.89742,"Orange",22525749,c(-117.89742, 33.88053),22.5904892476496,36.6874433582478,13.6786047392648,22.9305750367203,17.3375385687556,144
"723","845RB8175_06092009_BMI_RWB_1.0","845RB8175","2009-06-09 00:00:00",2009,1,0.5952828,33.85954,-117.88023,"Orange",22525755,c(-117.88023, 33.85954),22.6014817701052,36.1268512275811,13.8847133413699,19.8840644530997,16.2176271319293,126
"724","845RB8275_06092009_BMI_RWB_1.0","845RB8275","2009-06-09 00:00:00",2009,1,0.58465669,33.85756,-117.88785,"Orange",22525755,c(-117.88785, 33.85756),22.6014817701052,36.1268512275811,13.8847133413699,19.8840644530997,16.2176271319293,126
"725","845RB8441_05252010_BMI_RWB_1.0","845RB8441","2010-05-25 00:00:00",2010,1,0.6131728,33.85423,-117.90065,"Orange",22525755,c(-117.90065, 33.85423),21.4339827719925,34.4700739354856,13.8737511497875,19.5619386169718,16.2210492755947,125
"726","845RB8633_07082013_BMI_RWB_1.0","845RB8633","2013-07-08 00:00:00",2013,1,0.3427812,33.87181,-118.01959,"Los Angeles",22524969,c(-118.01959, 33.87181),21.931689992665,35.4522992625677,14.1466622756748,21.3056369868929,16.6604839431786,146
"727","845RB8633_07262011_BMI_RWB_1.0","845RB8633","2011-07-26 00:00:00",2011,1,0.38429463,33.87181,-118.01959,"Los Angeles",22524969,c(-118.01959, 33.87181),20.5159978603762,33.8591001060896,13.6008597529591,20.1062391336552,16.1846629825435,124
"728","845SGB007_05252005_BMI_TRC_1.0","845SGB007","2005-05-25 00:00:00",2005,1,0.247125,33.89618,-117.9054,"Orange",22525731,c(-117.9054, 33.89618),21.6972345245568,34.7398986699593,13.7415728675115,19.4622670752443,16.897713621852,147
"729","SMC02436_05282009_BMI_RWB_1","SMC02436","2009-05-28 00:00:00",2009,1,0.61325326,34.26279,-118.97199,"Ventura",17563958,c(-118.97199, 34.26279),22.6533005984985,34.1254511581404,13.1538942489687,19.5573313326518,15.4461796334208,73
"730","SMC02452_06302011_BMI_RWB_1","SMC02452","2011-06-30 00:00:00",2011,1,0.65714414,34.2733,-118.89985,"Ventura",17563908,c(-118.89985, 34.2733),21.1376740182352,31.891708606739,11.9476057637037,19.2044634983843,15.5539125639092,66
"731","SMC02484_06052013_BMI_RWB_1","SMC02484","2013-06-05 00:00:00",2013,1,0.52381206,34.1451,-118.36764,"Los Angeles",22514964,c(-118.36764, 34.1451),23.2383020532221,36.5771661254669,13.761134533625,22.816031591842,17.4322029080574,147
"732","SMC02494_05222014_BMI_RWB_1","SMC02494","2014-05-22 00:00:00",2014,1,0.61240497,33.9132,-117.97397,"Orange",22525729,c(-117.97397, 33.9132),23.5242644516394,36.9725854295655,14.851247332679,22.0604288688582,17.0456621530463,147
"733","SMC02536_06292011_BMI_RWB_1","SMC02536","2011-06-29 00:00:00",2011,1,0.59562105,34.26861,-118.6736,"Ventura",17563948,c(-118.6736, 34.26861),21.2476180411416,32.171530488792,10.9125443366974,19.5965972692588,16.1428541519749,77
"734","SMC02568_06122012_BMI_RWB_1","SMC02568","2012-06-12 00:00:00",2012,1,0.90113669,34.27866,-118.22031,"Los Angeles",22514620,c(-118.22031, 34.27866),21.6620139533135,26.5298015374121,9.08374259919842,16.0539158550145,10.8070926967937,0
